alcaldia,colonia,codigo_postal,tipo_poblacion,ult_grado_estudios,estatus_estudios,categoria_profesion,profesion,estado_civil,dependientes_economicos,num_dependientes_economicos,tiempo_buscando_empleo,estatus
ALVARO OBREGON,ATLAMAYA,1760,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,Profesionistas,CONTADORES AUDITORES ESPECIALISTAS EN FINANZAS Y EN ECONOMIA,PERSONA CASADA,CON DEPENDIENTES,2,6 MESES A 1 AÑO,APROBADO
ALVARO OBREGON,AVE REAL,1560,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,AVE REAL,1560,POBLACION GENERAL,LICENCIATURA,TRUNCO,Otros,LIC EN ADMINISTRACION,PERSONA CASADA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
ALVARO OBREGON,AVE REAL,1560,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,Profesionistas,CIENCIAS DE LA COMUNICACION,PERSONA CASADA,CON DEPENDIENTES,3,3 A 6 MESES,APROBADO
ALVARO OBREGON,AVE REAL,1560,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,Otros,NINGUNA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
ALVARO OBREGON,AVE REAL,1560,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,Profesionistas,TEC EN INFORMATICA,PERSONA SOLTERA,CON DEPENDIENTES,1,6 MESES A 1 AÑO,APROBADO
ALVARO OBREGON,AXOTLA,1030,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,AXOTLA,1030,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,AXOTLA,SIN DATO,POB. VUL. INDIGENAS,NA,NA,NA,NA,NA,NA,NA,0 A 3 MESES,APROBADO
ALVARO OBREGON,AXOTLA,1030,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,BALCONES DE CEHUAYO,1540,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
ALVARO OBREGON,BALCONES DE CEHUAYO,1540,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,Profesionistas,NO APLICA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
ALVARO OBREGON,BALCONES DE CEHUAYO,1540,PERSONAS PROMOTORAS SECTORIALES (50),NA,NA,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,BALCONES DE CEHUAYO,1540,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,BARRIO NORTE,1410,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,BARRIO NORTE,1410,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,3 A 6 MESES,APROBADO
ALVARO OBREGON,BARRIO NORTE,1410,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
ALVARO OBREGON,BARRIO NORTE,1410,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,Otros,NINGUNA,PERSONA SOLTERA,CON DEPENDIENTES,2,6 MESES A 1 AÑO,APROBADO
ALVARO OBREGON,BARRIO NORTE,1410,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,BARRIO NORTE,1410,POB. PRIORITARIA AGRICULTORES AFECTADO,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,BARRIO NORTE,1410,POBLACION GENERAL PROCURADURIA,BACHILLERATO,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,3,6 MESES A 1 AÑO,APROBADO
ALVARO OBREGON,BARRIO NORTE,1410,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,BARRIO NORTE,1410,POB. PRIORITARIA AGRICULTORES AFECTADO,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,BARRIO NORTE,1410,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,BARRIO NORTE,1410,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
ALVARO OBREGON,BARRIO NORTE,1410,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,BARRIO NORTE,1410,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,BARRIO NORTE,1410,POBLACION GENERAL,NA,NA,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,BARRIO NORTE,1410,POBLACION GENERAL,PRIMARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,BARRIO NORTE,1410,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,Otros,NINGUNO,PERSONA CASADA,CON DEPENDIENTES,1,6 MESES A 1 AÑO,NO APROBADO
ALVARO OBREGON,BARRIO NORTE,1410,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,Otros,NINGUNA,PERSONA CASADA,CON DEPENDIENTES,1,6 MESES A 1 AÑO,APROBADO
ALVARO OBREGON,BARRIO NORTE,1410,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,BARRIO NORTE,1410,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,Profesionistas,"CAJERO, COBRADORES Y PAGADORES",PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
ALVARO OBREGON,BARRIO NORTE,1410,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,BARRIO NORTE,1410,POBLACION GENERAL,TECNICA/COMERCIAL,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,BARRIO NORTE,1410,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,3 A 6 MESES,APROBADO
ALVARO OBREGON,BATALLON DE SAN PATRICIO,1450,POBLACION GENERAL,BACHILLERATO,TRUNCO,Otros,NINGUNA,PERSONA SOLTERA,SIN DEPENDIENTES,0,6 MESES A 1 AÑO,APROBADO
ALVARO OBREGON,BATALLON DE SAN PATRICIO,1450,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,Profesionistas,INFORMATICA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
ALVARO OBREGON,BEJERO DEL PUEBLO SANTA FE,1340,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
ALVARO OBREGON,BEJERO DEL PUEBLO SANTA FE,1340,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,BEJERO DEL PUEBLO SANTA FE,1340,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,BEJERO DEL PUEBLO SANTA FE,1340,POBLACION GENERAL,SECUNDARIA,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,BELEM DE LAS FLORES,1110,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
ALVARO OBREGON,BELEM DE LAS FLORES,1110,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,BELEM DE LAS FLORES,1110,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,BELEM DE LAS FLORES,1110,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
ALVARO OBREGON,BELEM DE LAS FLORES,1110,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,BELEM DE LAS FLORES,1110,POB. PRIOR. REFUGIADOS,LICENCIATURA,CONCLUIDO,Profesionistas,SEGURIDAD INDUSTRIAL,PERSONA SOLTERA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
ALVARO OBREGON,BELEM DE LAS FLORES,1110,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
ALVARO OBREGON,BELEM DE LAS FLORES,1110,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,3 A 6 MESES,APROBADO
ALVARO OBREGON,BELEM DE LAS FLORES,1110,POBLACION GENERAL,SECUNDARIA,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,BELEM DE LAS FLORES,1110,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,BELEM DE LAS FLORES,1110,POB. PRIOR. REFUGIADOS,SECUNDARIA,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
ALVARO OBREGON,BELEM DE LAS FLORES,1110,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,Otros,SECRETARIADO EN COMPUTACION,PERSONA CASADA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
ALVARO OBREGON,BELEM DE LAS FLORES,1110,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,Otros,SECRETARIA BILINGUE,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
ALVARO OBREGON,BELEM DE LAS FLORES,1110,POB. PRIOR. REFUGIADOS,TECNICA/COMERCIAL,CONCLUIDO,Otros,ENFERA,PERSONA CASADA,CON DEPENDIENTES,1,MAS DE 1 AÑO,APROBADO
ALVARO OBREGON,BELLAVISTA,1140,POB. PRIORITARIA INDIGENAS,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,BELLAVISTA,1140,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,3 A 6 MESES,APROBADO
ALVARO OBREGON,BELLAVISTA,1140,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,BELLAVISTA,1140,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
ALVARO OBREGON,BELLAVISTA,1140,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,BELLAVISTA,1140,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
ALVARO OBREGON,BELLAVISTA,1140,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,BELLAVISTA,1140,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,BELLAVISTA,1140,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,BELLAVISTA,1140,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,BELLAVISTA,1140,POBLACION GENERAL,LICENCIATURA,TRUNCO,Profesionistas,NO APLICA,PERSONA SOLTERA,SIN DEPENDIENTES,0,6 MESES A 1 AÑO,APROBADO
ALVARO OBREGON,BELLAVISTA,1140,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,Profesionistas,LIC EN DERECHO,PERSONA CASADA,CON DEPENDIENTES,2,6 MESES A 1 AÑO,APROBADO
ALVARO OBREGON,BELLAVISTA,1140,POBLACION GENERAL,NINGUNO,NA,NA,NO,PERSONA SOLTERA,CON DEPENDIENTES,NA,0 A 3 MESES,APROBADO
ALVARO OBREGON,BELLAVISTA,1140,POBLACION GENERAL,PRIMARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,BELLAVISTA,1140,POB. PRIOR. INDIGENAS,PRIMARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
ALVARO OBREGON,BELLAVISTA,1140,POBLACION GENERAL,SECUNDARIA,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,BELLAVISTA,1140,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,6 MESES A 1 AÑO,NO APROBADO
ALVARO OBREGON,BELLAVISTA,1140,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,BELLAVISTA,1140,POBLACION GENERAL,TECNICA/COMERCIAL,TRUNCO,Otros,"DIRECTORES Y GERENTES EN SERVICIOS DE SALUD, ENSEÃ‘ANZA Y SOCIALES",PERSONA SOLTERA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
ALVARO OBREGON,BELLAVISTA,1140,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,BELLAVISTA,1140,POBLACION GENERAL,TECNICA/COMERCIAL,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,BELLAVISTA,1140,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,BELLAVISTA,1140,POB. PRIOR. REFUGIADOS,TECNICA/COMERCIAL,CONCLUIDO,Profesionistas,TECNICA EN INFORMATICA,PERSONA SOLTERA,CON DEPENDIENTES,4,0 A 3 MESES,APROBADO
ALVARO OBREGON,BONANZA,1220,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,BOSQUE,1160,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,Otros,NINGUNA,PERSONA SOLTERA,SIN DEPENDIENTES,0,3 A 6 MESES,APROBADO
ALVARO OBREGON,BOSQUE,1160,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,BOSQUE,1160,POBLACION GENERAL,NA,NA,NA,NA,NA,NA,NA,0 A 3 MESES,APROBADO
ALVARO OBREGON,BOSQUE,1160,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,BOSQUE,1160,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,6 MESES A 1 AÑO,APROBADO
ALVARO OBREGON,CALZADA JALALPA,1260,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,0 A 3 MESES,APROBADO
ALVARO OBREGON,CALZADA JALALPA,1260,POB. PRIORITARIA AFECTADOS POR EL SISMO,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,CALZADA JALALPA,1260,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,CALZADA JALALPA,1260,POBLACION GENERAL,LICENCIATURA,TRUNCO,Otros,NINGUNO,PERSONA CASADA,CON DEPENDIENTES,4,3 A 6 MESES,APROBADO
ALVARO OBREGON,CALZADA JALALPA,1260,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,Otros,LIC EN EDUCACION PREESCOLAR,PERSONA SOLTERA,CON DEPENDIENTES,2,3 A 6 MESES,APROBADO
ALVARO OBREGON,CALZADA JALALPA,1260,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,CALZADA JALALPA,1260,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,CAMPESTRE,1040,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,CAMPESTRE,1040,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,CAMPO DE TIRO LOS GAMITOS,1230,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,CAMPO DE TIRO LOS GAMITOS,1230,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,CANUTILLO,1560,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,CANUTILLO,1560,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,0 A 3 MESES,APROBADO
ALVARO OBREGON,CANUTILLO,1560,POBLACION GENERAL,PRIMARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,CANUTILLO,1560,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
ALVARO OBREGON,CANUTILLO 2A SECCION,1560,POBLACION GENERAL,LICENCIATURA,TRUNCO,Profesionistas,MERCADOTECNIA,PERSONA SOLTERA,CON DEPENDIENTES,3,MAS DE 1 AÑO,APROBADO
ALVARO OBREGON,CANUTILLO 2A SECCION,1560,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,CANUTILLO 3A SECCION,1560,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,6 MESES A 1 AÑO,APROBADO
ALVARO OBREGON,CARLOS A. MADRAZO,1320,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,CAROLA,1180,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,CAROLA,1180,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,CAROLA,1180,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,0 A 3 MESES,APROBADO
ALVARO OBREGON,CAROLA,1180,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,6 MESES A 1 AÑO,APROBADO
ALVARO OBREGON,CAROLA,1180,POB. PRIOR. REFUGIADOS,LICENCIATURA,TRUNCO,Profesionistas,ELECTRONICO,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
ALVARO OBREGON,CAROLA,1181,POB. PRIOR. REFUGIADOS,LICENCIATURA,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
ALVARO OBREGON,CAROLA,1180,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,CAROLA,1180,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,Profesionistas,CONTADURIA,PERSONA SOLTERA,SIN DEPENDIENTES,0,3 A 6 MESES,APROBADO
ALVARO OBREGON,CAROLA,1180,POBLACION GENERAL,LICENCIATURA,TRUNCO,Otros,ADMINISTRADOR DE EMPRESAS,PERSONA SOLTERA,SIN DEPENDIENTES,0,MAS DE 1 AÑO,APROBADO
ALVARO OBREGON,CAROLA,1180,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,CAROLA,1180,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,CAROLA,1180,POB. PRIOR. REFUGIADOS,LICENCIATURA,CONCLUIDO,Profesionistas,RADIOLOGIA,PERSONA SOLTERA,CON DEPENDIENTES,1,6 MESES A 1 AÑO,APROBADO
ALVARO OBREGON,CAROLA,1180,PERSONAS VERIFICADORAS (26),NA,NA,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,CAROLA,1180,POBLACION GENERAL,POSGRADO,CONCLUIDO,Profesionistas,CONTADOR,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
ALVARO OBREGON,CAROLA,1180,POBLACION GENERAL,POSGRADO,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,CAROLA,1180,POBLACION GENERAL,POSGRADO,CONCLUIDO,Profesionistas,HOTELERIA Y MBA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
ALVARO OBREGON,CAROLA,SIN DATO,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,CAROLA,1180,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,CAROLA,1180,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
ALVARO OBREGON,CEHUAYA,1540,POB. PRIOR. AGRICULTORES AFECTADOS,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
ALVARO OBREGON,CEHUAYA,1540,POB. PRIOR. AGRICULTORES AFECTADOS,PRIMARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
ALVARO OBREGON,CEHUAYA,1540,POB. PRIOR. AGRICULTORES AFECTADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
ALVARO OBREGON,CEHUAYA,1540,POB. PRIOR. AGRICULTORES AFECTADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
ALVARO OBREGON,CEHUAYA,1540,POB. PRIOR. AGRICULTORES AFECTADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,4,0 A 3 MESES,APROBADO
ALVARO OBREGON,CEHUAYA,1540,POB. PRIOR. AGRICULTORES AFECTADOS,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
ALVARO OBREGON,COL ARCIMARRERO,1510,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,COLINA DEL SUR,1430,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,COLINA DEL SUR,1430,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,COLINA DEL SUR,1430,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,3 A 6 MESES,APROBADO
ALVARO OBREGON,COLINA DEL SUR,1430,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,COLINA DEL SUR,1430,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,COLINA DEL SUR,1430,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,COLINA DEL SUR,1430,PERSONAS PROMOTORAS SECTORIALES (50),NA,NA,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,COLINA DEL SUR,1430,POBLACION GENERAL,POSGRADO,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,COLINA DEL SUR,1430,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,COLINA DEL SUR,1430,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,Otros,NINGUNA,PERSONA SOLTERA,SIN DEPENDIENTES,0,6 MESES A 1 AÑO,APROBADO
ALVARO OBREGON,COLINA DEL SUR,1430,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
ALVARO OBREGON,COLINA DEL SUR,1430,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
ALVARO OBREGON,COLINAS DE TARANGO,SIN DATO,POB. VUL. AGRICULTORES AFECTADOS,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
ALVARO OBREGON,COLINAS DE TARANGO,1610,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
ALVARO OBREGON,COLINAS DE TARANGO,SIN DATO,POB. VUL. AGRICULTORES AFECTADOS,SECUNDARIA,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
ALVARO OBREGON,COLINAS DE TARANGO,SIN DATO,POB. VUL. AGRICULTORES AFECTADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
ALVARO OBREGON,COOPERATIVA UNION OLIVOS,1539,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,Otros,NINGUNA,PERSONA SOLTERA,CON DEPENDIENTES,1,6 MESES A 1 AÑO,APROBADO
ALVARO OBREGON,COOPERATIVA UNION OLIVOS,1539,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,3 A 6 MESES,APROBADO
